Category,Food Name,Calorie (kcal),Carbs (g),Protein (g),Fat (g),Water (g),Ash (g)
加工調理食品類,"金針菇罐頭",26.9857,4.5218,1.724,0.2225,92.93,0.6017
加工調理食品類,"洋菇罐頭",31.1722,4.2848,2.912,0.265,89.44,3.0982
加工調理食品類,"猴頭菇罐頭",30.7164,6.4716,0.969,0.106,91.9,0.5534
加工調理食品類,"高纖胚芽冬粉",363.6312,89.9508,0.597,0.16,9.06,0.2322
加工調理食品類,"冬粉",351.37,87.497,0.143,0.09,12.06,0.21
加工調理食品類,"寬粉",349.4273,86.9362,0.136,0.1265,12.298,0.5033
加工調理食品類,"佃煮黑豆",271.4506,43.4979,10.498,6.163,38.73,1.1111
加工調理食品類,"豆干絲",170.11,4.8,18.31,8.63,65.83,2.43
加工調理食品類,"五香豆干",196.758,6.1604,19.27,10.5596,61.34,2.67
加工調理食品類,"小方豆干",161.04,3.51,17.4,8.6,67.29,3.2
加工調理食品類,"黑豆干",197.0871,2.0613,19.029,12.5251,64.695,1.6896
加工調理食品類,"豆腐皮",209.4169,2.3644,25.29,10.9777,59.55,1.8179
加工調理食品類,"日式炸豆皮",387.958,4.8745,19.17,32.42,42.02,1.5155
加工調理食品類,"豆豉",236.6417,12.8171,20.3763,11.5409,37.166,18.0997
加工調理食品類,"豆棗",420.3226,50.0304,11.749,19.245,15.78,3.1956
加工調理食品類,"百頁豆腐",196.424,6.2915,13.38,13.082,66.04,1.2065
加工調理食品類,"傳統豆腐",88.41,5.97,8.46,3.41,81.15,1.01
加工調理食品類,"傳統豆腐(2022年取樣)",95.7024,1.9355,9.58,5.5156,81.98,0.9889
加工調理食品類,"冷凍豆腐",130.8572,3.9256,12.919,7.0532,74.97,1.1322
加工調理食品類,"小三角油豆腐",159.7459,0,12.723,13.3423,75.57,1.1714
加工調理食品類,"嫩豆腐",53.1199,1.6128,4.93,2.9943,89.85,0.6129
加工調理食品類,"雞蛋豆腐",79.3506,2.6724,6.867,4.577,84.64,1.2436
加工調理食品類,"麻油辣腐乳",106.9855,4.7969,8.96,5.7731,71.09,9.38
加工調理食品類,"素肉",210.2383,5.9912,23.939,10.0575,57.206,2.8063
加工調理食品類,"冷凍素雞塊",205.8296,19.0134,14.174,8.12,57.33,1.3626
加工調理食品類,"花生麵筋罐頭",205.829,15.5142,11,11.0858,60,2.4
加工調理食品類,"香菇麵筋罐頭",192.4,14.9,10.7,10,61.9,2.5
加工調理食品類,"花豆罐頭(糖漬)",204.3068,43.5047,7.572,0,48.17,0.7533
加工調理食品類,"紅豆罐頭(糖漬)",232.5394,49.4781,8.02,0.283,41.5,0.7189
加工調理食品類,"甘納豆",333.1432,74.4646,6.636,0.9712,16.82,1.1082
加工調理食品類,"豌豆仁罐頭",125.5319,22.1351,7.17,0.9235,68.915,0.8564
加工調理食品類,"鹽酥蠶豆",480.5894,46.2731,26.928,20.865,2.715,3.2189
加工調理食品類,"豆漿",60.0273,8.953,3.1637,1.2845,86.2587,0.3401
加工調理食品類,"雞蛋豆漿",55.66,9.23,1.85,1.26,87.37,0.29
加工調理食品類,"鹹豆漿",37,1.7,3.5,1.8,92,1
加工調理食品類,"黑豆漿",39.2844,7.3861,1.13,0.58,90.73,0.1739
加工調理食品類,"豆漿優酪乳",70.2183,12.9468,1.98,1.1679,83.744,0.1613
加工調理食品類,"DHA豆奶",43.502,8.0305,1.72,0.5,89.38,0.3695
加工調理食品類,"豆漿粉",433.6984,32.5371,37.39,17.11,8.255,4.7079
加工調理食品類,"叉燒肉",252.5617,16.5024,17.179,13.0929,50.279,2.9467
加工調理食品類,"切片火腿(牛肉)",121.0468,9.4137,15.853,2.22,68.94,3.5733
加工調理食品類,"切片火腿(豬肉)",146.5701,9.0365,16.525,4.9249,65.97,3.5436
加工調理食品類,"切片火腿(雞肉)",148.4084,9.9941,15.264,5.264,66.17,3.3079
加工調理食品類,"條狀火腿(牛肉,黑胡椒)",112.89,4.13,18.85,2.33,71.09,3.6
加工調理食品類,"條狀火腿(豬肉)",145.4555,11.5293,16.2425,3.8187,65.105,3.3045
加工調理食品類,"醬肘子",133.9852,0,18.971,6.56,72.08,2.6237
加工調理食品類,"培根",372.4689,0,13.5023,35.6209,49.0367,2.3722
加工調理食品類,"臘肉(五花肉)",524.6003,2.435,18.45,49.0067,25.09,5.0183
加工調理食品類,"臘肉(腿肉)",376.9395,6.3743,26.74,27.1647,31.865,7.856
加工調理食品類,"滷牛筋",119.4282,2.562,21.099,2.7538,72.035,1.5502
加工調理食品類,"滷豬腳",237.4,0,28.4,15.4,58.6,1.3
加工調理食品類,"醃燻豬肝",166.5452,4.1913,26.825,4.72,61.07,3.1937
加工調理食品類,"膽肝",251.5,13.9,31.2,7.9,40.3,6.7
加工調理食品類,"片狀肉乾(牛肉)",335.1964,41.8066,30.3015,5.196,17.88,4.8159
加工調理食品類,"片狀肉乾(牛肉,辣味)",334.9235,29.9318,37.971,7.0347,19.85,5.2125
加工調理食品類,"片狀肉乾(豬肉)",329.1977,40.978,30.019,5.0233,19.495,4.4847
加工調理食品類,"條狀肉乾(豬肉)",344.5673,25.1242,43.237,7.9025,18.57,5.1663
加工調理食品類,"牛肉香腸",298.0708,7.8492,20.656,20.45,48.52,2.5248
加工調理食品類,"香腸",354.2464,12.3213,16.996,26.3308,41.15,3.2019
加工調理食品類,"香腸(蒜味)",387.2926,17.7463,16.6335,27.7526,34.485,3.3826
加工調理食品類,"蒟蒻香腸(蒜味)",288.7356,19.3264,19.4,14.87,42.76,3.6436
加工調理食品類,"小巧香腸",362.0761,11.9165,15.11,28.2189,41.75,3.0046
加工調理食品類,"雞肉香腸(大)",283.2324,11.7881,22.39,16.28,46.59,2.9519
加工調理食品類,"雞肉香腸(小)",458.5636,15.8669,13.904,37.72,30.53,1.9791
加工調理食品類,"熱狗",257.3143,10.2441,13.285,18.1331,56.445,1.8928
加工調理食品類,"德國香腸",274.7004,4.5613,15.908,21.4248,55.946,2.1599
加工調理食品類,"冷凍小香腸",248.8756,7.4389,14.82,17.76,57.49,2.4911
加工調理食品類,"冷凍珍珠丸",225.444,20.927,9.523,11.516,56.7867,1.2473
加工調理食品類,"冷凍貢丸",244.1073,0,16.64,20.2925,61.57,2.7688
加工調理食品類,"冷凍雞肉丸",201.9356,12.2739,10.535,12.3,63.06,1.8311
加工調理食品類,"冷凍牛肉漢堡肉",249.417,6.2825,14.413,18.515,58.884,1.9055
加工調理食品類,"冷凍雞塊",227.6755,12.6049,15.3,12.8951,57.1,2.1
加工調理食品類,"豬肉脯",440.7,20.3,33.4,25.1,16,5.2
加工調理食品類,"豬肉酥",512.982,31.6236,33,28.2764,1.8,5.3
加工調理食品類,"雞肉酥",450.6096,53.2094,26.683,14.56,0.72,4.8276
加工調理食品類,"肉羹",246.7735,18.8898,9.718,14.7047,54.689,1.9985
加工調理食品類,"冷凍咕咾肉",184.3,18.3,6.4,9.5,64.3,1.5
加工調理食品類,"豬腳凍",144.6,2,16.6,7.8,71.6,2
加工調理食品類,"冷凍花枝丸",165.6721,13.0316,12.728,6.9593,65.5105,1.7706
加工調理食品類,"冷凍虱目魚丸",205.776,11.0335,13.6643,11.8872,61.2703,2.1447
加工調理食品類,"冷凍文蛤丸",210.6188,15.7752,16.157,9.21,56.57,2.2878
加工調理食品類,"冷凍旗魚丸",159.6722,12.0327,12.818,6.6966,65.3585,3.0942
加工調理食品類,"冷凍鱈魚丸",98.8567,10.7318,8.525,2.4255,77.055,1.2627
加工調理食品類,"冷凍蝦丸",122.7462,14.6713,10.7615,2.335,69.25,2.9822
加工調理食品類,"冷凍花枝排",187.1619,24.8882,5.491,7.2939,60.038,2.2889
加工調理食品類,"冷凍鮪排",143.3,20.4,13.4,0.9,63.2,2.1
加工調理食品類,"冷凍蝦餅",126.5,17.3,9.6,2.1,69.6,1.4
加工調理食品類,"冷凍干貝酥",146.1384,27.7321,8.33,0.21,61.16,2.5679
加工調理食品類,"冷凍花枝塊",180.2416,17.0479,11.25,7.45,62.71,1.5421
加工調理食品類,"冷凍旗魚塊",177.9772,14.6533,15.261,6.48,62.04,1.5657
加工調理食品類,"冷凍蚵捲",213.4191,6.9528,6.93,17.5431,67.02,1.5541
加工調理食品類,"冷凍魚捲",126.3,17.1,13.8,0.3,67,1.8
加工調理食品類,"冷凍蝦捲",155.9353,15.9505,10.281,5.6677,65.323,2.7778
加工調理食品類,"冷凍魷魚圈",143.2,19.2,15.7,0.4,63,1.7
加工調理食品類,"冷凍花枝餃",176.9609,19.2426,12.356,5.6185,60.57,2.2129
加工調理食品類,"冷凍香菇餃",232.8296,11.5049,12.3,15.29,59.71,1.1951
加工調理食品類,"冷凍蛋餃",183.1335,2.0813,12.07,14.0587,70,1.79
加工調理食品類,"冷凍雪螺餃",203.61,16.745,11.59,10.03,59.13,2.505
加工調理食品類,"冷凍魚餃",277.4837,12.8833,12.5485,19.5285,52.225,2.8147
加工調理食品類,"冷凍蝦餃",273.3348,13.5122,11.3965,19.3,53.14,2.6513
加工調理食品類,"冷凍燕餃",321.4981,14.4976,12.8415,23.5713,46.98,2.1096
加工調理食品類,"冷凍蟹味棒",117.7915,18.6217,9.3,0.6783,69.2,2.2
加工調理食品類,"冷凍魚卵卷",115.3379,15.5213,12.903,0.1823,69.045,2.3484
加工調理食品類,"魚板",127.7921,17.5743,9.986,1.9501,68.232,2.2576
加工調理食品類,"天婦羅",175.8945,21.0011,12.4,4.6989,59.6,2.3
加工調理食品類,"冷凍花枝漿",226.9158,17.1476,11.176,12.6246,56.992,2.0598
加工調理食品類,"冷凍花枝羹",125.5,9.4,11.4,4.7,71.9,2.6
加工調理食品類,"魚肉脯",103.7,0.2,21.9,1.7,69.6,6.6
加工調理食品類,"鯖魚肉脯",684.566,1.5165,33.77,60.38,1.28,3.0535
加工調理食品類,"魚肉鬆",469.8,43.8,28.2,20.2,2.6,5.2
加工調理食品類,"旗魚鬆",480.8651,37.4157,31.319,22.8807,2.34,6.0446
加工調理食品類,"鮭魚鬆",451.7683,35.3226,28.972,21.6211,8.6,5.4843
加工調理食品類,"香筍鮪魚罐頭",260.5,0.9,10,24.1,63.1,1.9
加工調理食品類,"茄汁鯖魚罐頭",116.2647,2.844,17.577,3.8423,73.536,2.2007
加工調理食品類,"蒜味甘扁桃仁",648.1178,17.9801,23.349,53.6446,1.536,3.4903
加工調理食品類,"杏仁霜",554.4855,47.1231,9.675,36.3659,5.056,1.78
加工調理食品類,"蜜汁松子仁",697.07,19,14.89,62.39,1.18,2.54
加工調理食品類,"鹽酥夏威夷豆",772.563,12.0302,9.4045,76.3138,0.8835,1.368
加工調理食品類,"甜核桃",723.4015,14.7292,14.448,67.4103,1.595,1.8175
加工調理食品類,"糖炒栗子",209.05,46.29,4.15,0.81,47.62,1.13
加工調理食品類,"蜜汁腰果",599.62,34.26,17.59,43.58,2.19,2.38
加工調理食品類,"玉桂西瓜子",528.868,23.767,31.05,34.4,5.273,5.51
加工調理食品類,"醬油西瓜子",547.0322,22.4739,29.537,37.6654,5.136,5.1877
加工調理食品類,"鹽酥帶殼花生(熟)",568.1601,28.1462,28.246,38.0657,2.293,3.2491
加工調理食品類,"醃漬花生仁",288,2.9,10.6,26,58.2,2.3
加工調理食品類,"糖漬花生仁",381.5582,28.8098,14.22,23.271,32.76,0.9392
加工調理食品類,"油炸花生仁",623.4149,17.9595,28.886,48.4481,1.7525,2.9539
加工調理食品類,"蛋酥花生仁",606.24,31.78,21.14,43.84,1.27,1.97
加工調理食品類,"鹽酥花生仁",556.5132,29.5995,28.824,35.8688,2.137,3.5707
加工調理食品類,"調味南瓜子(去殼)",606.8396,13.5337,30.403,47.8992,2.795,5.3691
加工調理食品類,"調味南瓜子(帶殼)",606.5147,19.4624,25.899,47.2299,2.605,4.8037
加工調理食品類,"甘草葵瓜子(帶殼)",563.64,25.75,26.78,39.28,3.15,5.04
加工調理食品類,"鹽酥葵瓜子(帶殼)",618.5652,17.7836,25.9435,49.2952,2.455,4.5227
加工調理食品類,"糖漬蓮子",229.8874,51.4191,5.722,0.147,41.85,0.8619
加工調理食品類,"烤雞",232.9428,3.6227,22.753,14.16,58.19,1.2743
加工調理食品類,"冷凍烤雞翅",217.4,3.6,18.8,14.2,59.9,3.5
加工調理食品類,"鴨賞",304,5.3,31.1,17.6,38.9,7.1
加工調理食品類,"茶鵝",351.91,0,15.55,32.55,51.5,1.21
加工調理食品類,"熟鵝腿肉",284.8,0,18.5,23.6,56.7,1.6
加工調理食品類,"鯊魚煙",67.9732,0,22.294,0.3584,82.287,1.1677
加工調理食品類,"日本鰻鱺魚片(蒲燒)",272.2153,0.8756,25.031,18.7321,53.382,1.9793
加工調理食品類,"鹽漬小鱗脂眼鯡(鹹馧仔)",223.8,0.3,17.4,17,60.7,4.6
加工調理食品類,"鯖魚(醃製)",280.8,1.3,14.9,24,56.8,3
加工調理食品類,"鯖魚(醃製)(2022年取樣)",296.4628,9.7593,17.047,21.0264,50.78,1.3873
加工調理食品類,"毛鱗魚(柳葉魚)(裹粉未炸)",171.3178,18.9557,12.887,4.883,61.27,2.0043
加工調理食品類,"油魚卵(加工)",416.3324,0,46.627,27.3048,26.519,3.5289
加工調理食品類,"圓鱈魚卵(加工)",84.3522,0,11.221,4.389,79.804,4.5942
加工調理食品類,"鯔魚卵(加工)",297.2713,18.6962,36.581,8.4625,32.7275,3.5328
加工調理食品類,"鯔魚卵(加工)(2022年取樣)",431.2275,4.4123,38.917,28.6567,24.84,3.174
加工調理食品類,"醃漬鮭魚卵",218.2031,6.7197,24.938,10.1747,55.73,2.4376
加工調理食品類,"香魚片",307.125,39.0652,36.101,0.7178,20.031,4.085
加工調理食品類,"龍蝦卵(調味)",63.8752,5.1893,6.716,1.806,78.599,7.6897
加工調理食品類,"蠑螺(加工)",105,11,14.8,0.2,70.8,3.2
加工調理食品類,"鹹小卷",99.7,1.9,20.1,1.3,64.5,12.2
加工調理食品類,"沖泡濃湯(海鮮)",354.6995,62.0401,11.2,6.8599,3.4,16.5
加工調理食品類,"玉米濃湯調理包",369.2894,74.6776,4.363,5.903,3.393,11.6634
加工調理食品類,"麥片沖泡包(三合一)",408.7,74.3,11,7.5,3.1,4.1
加工調理食品類,"三合一麥片(野菜蘑菇)",399.212,72.7211,6.804,9.0124,3.723,7.7395
加工調理食品類,"糙米麩",386.9397,81.4389,7.8195,3.3229,5.9755,1.4432
加工調理食品類,"麵茶粉",423.0929,82.8567,7.196,6.9869,2.214,0.7464
加工調理食品類,"植物燕麥奶粉(營養強化)",436.8382,67.4925,11.95,13.2298,2.914,4.4137
加工調理食品類,"杏仁茶沖泡包",399.27,84.7,3.53,5.15,5.88,0.74
加工調理食品類,"芝麻糊沖泡包",458.34,70.67,9.31,15.38,2.35,2.29
加工調理食品類,"綜合堅果穀物沖泡包",453.0991,65.4331,13.29,15.3563,3.473,2.4476
加工調理食品類,"寒天脆藻",10.6166,2.5028,0.042,0.0486,96.564,0.8426
加工調理食品類,"生啤酒",49.5288,8.2432,0.389,0,91.2,0.1678
加工調理食品類,"啤酒",49.0056,8.8764,0,0,91,0.1236
加工調理食品類,"陳年紹興酒",133.0776,19.0544,1.84,0,78.956,0.1496
加工調理食品類,"白葡萄酒",90.3096,14.1844,0.143,0,85.44,0.2326
加工調理食品類,"紅葡萄酒",92.5664,14.7886,0.103,0,84.86,0.2484
加工調理食品類,"雞精",34.126,0,8.581,0,90.92,0.5485
